id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
8331,M,1.025,0.8,0.2875,10.73028575,4.63514325,1.85689225,2.83495,9.0
8332,F,1.575,1.1875,0.375,30.674159,14.04717725,7.3992195,8.0229085,11.0
8333,F,1.3125,1.0,0.3125,18.61144675,7.9095105,5.046211,5.2446575,10.0
8334,I,0.825,0.6625,0.2125,6.2085405,2.67902775,1.077281,1.927766,8.0
8335,M,1.5,1.1875,0.3625,26.1098895,10.7444605,6.123492,8.60407325,14.0
8336,F,1.175,0.925,0.25,13.777857,5.91087075,2.87747425,4.3941725,9.0
8337,I,1.0875,0.85,0.2875,11.623295,4.8477645,2.36718325,3.8271825,8.0
8338,I,1.0875,0.8375,0.275,11.793392,4.49339575,2.608154,3.742134,9.0
8339,M,1.8625,1.4625,0.5375,65.87006325,26.2799865,11.52407175,16.159215,16.0
8340,I,1.0625,0.775,0.2375,8.00873375,3.912231,1.6159215,2.83495,7.0
8341,I,1.15,0.875,0.3,13.437663,5.6699,2.891649,4.3941725,13.0
8342,I,0.775,0.5875,0.1875,3.30271675,1.587572,1.14815475,1.5592225,6.0
8343,I,0.975,0.75,0.2375,8.63242275,3.55786225,1.984465,2.50893075,7.0
8344,F,1.15,0.8875,0.275,12.71475075,4.69184225,1.80019325,3.8271825,10.0
8345,M,1.25,0.95,0.3375,21.27629975,9.525432,5.06038575,6.23689,8.0
8346,I,0.9625,0.7125,0.25,8.06543275,3.35941575,1.63009625,2.1262125,7.0
8347,F,1.3625,1.025,0.3375,19.43358225,9.241937,3.6570855,4.819415,10.0
8348,I,0.975,0.7125,0.2125,7.10154975,3.01922175,1.70097,2.26796,7.0
8349,M,1.5875,1.3,0.4125,38.90968875,15.5638755,8.43397625,9.11436425,14.0
8350,M,1.2375,0.95,0.3625,14.81261375,6.5487345,3.47281375,5.2446575,11.0
8351,M,1.2375,0.975,0.3,17.916884,8.051258,3.50116325,4.9611625,8.0
8352,I,0.7,0.5375,0.15,3.4302895,1.68679525,0.66621325,0.850485,5.0
8353,F,1.7625,1.425,0.525,60.384435,17.27902025,12.47378,15.4504775,14.0
8354,F,1.4,1.0875,0.4125,27.82503425,9.979024,4.932813,10.092422,14.0
8355,I,0.7375,0.5625,0.1875,3.35941575,1.28990225,0.77961125,0.94970825,5.0
8356,M,1.7375,1.375,0.4875,47.10269425,18.313777,10.24834425,13.324265,17.0
8357,F,1.5875,1.3,0.375,33.46658475,14.35902175,8.6465975,9.63883,12.0
8358,M,1.5625,1.2125,0.4125,29.9654215,10.149121,6.90310325,10.0640725,11.0
8359,M,1.6125,1.2625,0.475,36.6559035,16.896302,6.93145275,11.1980525,14.0
8360,M,1.0,0.8125,0.2875,9.19941275,3.92640575,1.814368,2.9766975,9.0
8361,I,0.8125,0.6125,0.2,4.2240755,1.51669825,0.97805775,1.2757275,6.0
8362,F,1.5625,1.2875,0.425,34.20367175,15.80484625,9.3836845,9.02931575,10.0
8363,F,1.5375,1.25,0.3875,33.86347775,12.34620725,6.973977,10.489315,14.0
8364,I,0.8625,0.65,0.2,5.443104,2.7499015,1.37495075,1.984465,7.0
8365,F,1.525,1.2125,0.425,30.57493575,12.79979925,6.010094,9.128539,12.0
8366,F,1.525,1.1875,0.4,31.62386725,14.04717725,7.44174375,8.6465975,9.0
8367,F,1.6875,1.2875,0.5375,44.9906565,19.00833975,10.90038275,11.1980525,14.0
8368,I,0.5875,0.45,0.15,1.8994165,0.7654365,0.35436875,0.510291,5.0
8369,F,1.225,0.95,0.3125,15.365429,7.257472,3.9405805,4.252425,12.0
8370,F,1.45,1.1375,0.4125,27.5273645,12.74310025,6.6054335,7.5126175,9.0
8371,I,1.2,0.9125,0.35,13.53688625,5.71242425,2.721552,4.2240755,8.0
8372,I,1.375,1.1,0.3625,24.4656185,11.679994,4.6776675,6.7755305,10.0
8373,F,1.5625,1.2625,0.4375,37.42134,16.499409,9.11436425,10.3475675,12.0
8374,I,0.9125,0.675,0.2,6.39281225,2.721552,1.3891255,1.8427175,6.0
8375,F,1.3125,1.0125,0.3125,19.85882475,9.90815025,4.195726,5.386405,8.0
8376,M,1.45,1.15,0.425,26.2232875,8.94426725,5.17378375,9.922325,20.0
8377,I,0.7625,0.575,0.1375,4.2807745,1.7860185,0.86465975,1.2757275,6.0
8378,I,0.8375,0.625,0.225,5.7549485,2.0695135,1.14815475,1.7860185,7.0
8379,F,1.5125,1.2375,0.475,37.194544,13.99047825,8.2497045,11.623295,14.0
8380,F,1.3125,1.0125,0.3125,21.50309575,9.298636,4.706017,5.8683465,13.0
8381,M,1.6375,1.3125,0.4375,39.859397,12.3887315,9.3836845,12.757275,15.0
8382,F,1.55,1.25,0.4,32.0065855,14.118051,6.747181,10.20582,11.0
8383,F,1.425,1.125,0.3875,25.0326085,10.64523725,6.2652395,7.087375,15.0
8384,I,0.5,0.35,0.1375,1.28990225,0.41106775,0.226796,0.283495,5.0
8385,M,1.3125,1.0,0.3625,17.70426275,6.9456275,3.685435,5.953395,10.0
8386,I,1.2375,1.0,0.375,17.76096175,7.3992195,3.72795925,6.23689,10.0
8387,M,1.1875,0.8875,0.3,11.77921725,4.57844425,2.778251,3.9405805,9.0
8388,I,0.4,0.125,0.0625,0.49611625,0.21262125,0.24097075,0.1417475,4.0
8389,I,0.4375,0.325,0.0,0.89300925,0.26932025,0.15592225,0.226796,4.0
8390,M,1.175,0.9375,0.275,14.911837,5.40057975,3.6003865,3.685435,10.0
8391,I,0.825,0.6,0.2125,5.0745605,2.83495,1.077281,1.5592225,8.0
8392,M,1.575,1.2125,0.4,34.529691,16.2442635,8.6465975,8.50485,9.0
8393,M,1.4125,1.1,0.3875,25.51455,10.092422,4.91863825,7.93786,14.0
8394,F,1.5125,1.225,0.4,31.19862475,11.9351395,6.350288,10.20582,13.0
8395,M,1.425,1.125,0.35,26.20911275,10.9712565,6.76135575,8.3631025,13.0
8396,F,1.5375,1.2,0.4,37.194544,16.00329275,6.13766675,11.66581925,19.0
8397,I,1.1125,0.8375,0.275,11.89261525,4.89028875,2.36718325,3.8271825,9.0
8398,M,1.5375,1.175,0.3875,27.6407625,12.65805175,5.8683465,8.1363065,9.0
8399,M,1.5375,1.1875,0.3875,29.029888,12.62970225,6.22271525,8.3631025,15.0
8400,I,1.125,0.8875,0.3,15.4504775,7.3425205,3.3168915,4.1106775,7.0
8401,M,1.5,1.175,0.3875,25.0326085,11.226402,4.819415,9.07184,27.0
8402,F,1.5125,1.225,0.3875,31.2694985,11.8784405,6.95980225,9.355335,16.0
8403,M,1.425,1.15,0.375,24.38057,12.530479,5.48562825,6.6621325,9.0
8404,I,0.9375,0.6875,0.2375,5.88252125,2.19708625,1.17650425,1.984465,6.0
8405,F,1.5,1.2,0.4,32.16250775,14.401546,7.767763,8.50485,10.0
8406,M,1.7375,1.3375,0.5,44.22522,17.22232125,11.04213025,13.60776,15.0
8407,I,0.95,0.6875,0.2625,7.98038425,3.84135725,1.871067,2.4097075,7.0
8408,I,0.925,0.6875,0.225,6.0384435,2.778251,1.644271,2.26796,7.0
8409,M,1.3375,1.075,0.375,23.88445375,10.36174225,5.51397775,6.80388,9.0
8410,I,0.875,0.65,0.225,5.3013565,2.19708625,1.43164975,1.984465,6.0
8411,M,1.175,0.9375,0.3125,13.53688625,5.96756975,2.50893075,4.9611625,9.0
8412,F,1.425,1.125,0.325,24.62154075,12.51630425,4.63514325,6.23689,9.0
8413,M,0.9875,0.75,0.25,8.06543275,3.55786225,1.88524175,2.73572675,9.0
8414,F,1.0625,0.775,0.25,8.107957,3.50116325,2.11203775,2.83495,11.0
8415,I,1.0875,0.875,0.2625,10.33339275,4.46504625,2.5231055,3.40194,7.0
8416,F,1.6,1.2875,0.45,46.67745175,23.09066775,9.6671795,12.40290625,11.0
8417,F,1.5875,1.25,0.4125,36.61337925,16.25843825,6.973977,8.9300925,12.0
8418,I,1.3,0.9875,0.3125,15.3937785,6.73300625,3.4869885,4.762716,6.0
8419,M,1.4,1.075,0.3625,23.3883375,9.48290775,5.8116475,7.087375,8.0
8420,M,1.575,1.2,0.3625,31.808139,14.5999925,7.41339425,8.9300925,9.0
8421,F,1.2,0.9375,0.3125,16.2442635,6.56290925,3.4869885,4.6776675,13.0
8422,F,1.525,1.125,0.4125,30.5324115,12.133586,6.917278,8.77417025,14.0
8423,M,1.4375,1.175,0.3875,28.803092,13.777857,6.917278,8.6465975,12.0
8424,M,1.425,1.1625,0.3875,27.45649075,9.8939755,5.499803,9.63883,19.0
8425,M,1.65,1.25,0.4375,35.25260325,11.226402,6.73300625,11.056305,15.0
8426,F,1.25,1.0,0.325,18.46969925,7.3992195,4.55009475,5.6699,11.0
8427,I,1.4375,1.125,0.3375,23.88445375,10.4042665,4.3941725,6.690482,9.0
8428,M,1.6125,1.2875,0.4625,45.245802,19.220961,7.824462,12.3320325,11.0
8429,M,1.2375,0.9625,0.3375,18.6823205,8.2497045,4.57844425,4.6776675,8.0
8430,M,1.4875,1.15,0.375,23.530085,9.128539,5.11708475,6.9456275,10.0
8431,M,1.0875,0.85,0.275,12.0485375,4.77689075,2.6932025,4.1106775,10.0
8432,I,0.9375,0.7125,0.2,7.78193775,3.2601925,1.68679525,2.041164,7.0
8433,M,1.325,1.0,0.3125,18.24290325,7.24329725,4.57844425,5.953395,9.0
8434,M,1.5,1.1625,0.4,28.5479465,15.1669825,6.80388,7.5126175,9.0
8435,F,1.6,1.275,0.4375,36.7693015,16.1308655,8.49067525,9.07184,10.0
8436,I,1.0625,0.8125,0.2625,12.2753335,4.74854125,2.16873675,4.1106775,9.0
8437,I,0.9375,0.7,0.2,6.23689,2.6932025,1.17650425,1.984465,7.0
8438,F,1.5,1.2625,0.4375,33.962701,13.96212875,7.427569,9.4970825,12.0
8439,M,1.45,1.125,0.3625,19.80212575,8.9867915,3.96893,6.23689,11.0
8440,I,1.15,0.8625,0.2875,12.7289255,5.0745605,2.45223175,3.5436875,8.0
8441,M,1.4,1.025,0.375,25.3728025,8.7599955,5.216308,7.597666,11.0
8442,M,1.5,1.175,0.3875,30.220567,13.154168,5.96756975,7.5126175,10.0
8443,M,1.5,1.15,0.4375,32.10580875,14.33067225,7.47009325,8.9300925,12.0
8444,F,1.4,1.1,0.4,30.63163475,13.73533275,7.824462,9.922325,8.0
8445,I,0.9,0.675,0.2125,6.180191,2.48058125,1.14815475,1.984465,7.0
8446,M,1.6,1.25,0.4,38.00250475,19.94387325,7.07320025,9.4970825,11.0
8447,M,1.5,1.225,0.425,31.014353,12.47378,6.1518415,8.7599955,14.0
8448,I,0.7,0.5125,0.1225,2.381358,0.9355335,0.52446575,0.850485,6.0
8449,M,1.35,1.025,0.325,18.01610725,8.561549,4.53592,4.3941725,8.0
8450,F,1.4125,1.0625,0.375,24.720764,9.298636,7.27164675,8.0796075,14.0
8451,F,1.5625,1.25,0.4625,38.725417,14.35902175,7.824462,14.458245,11.0
8452,M,1.775,1.3875,0.4375,54.7428845,25.401152,10.19164525,13.04077,11.0
8453,I,1.4375,1.1,0.3625,23.26076475,10.90038275,4.86193925,7.3425205,10.0
8454,M,1.6,1.25,0.375,32.16250775,13.31009025,7.200773,9.4970825,11.0
8455,M,1.4625,1.15,0.375,29.66775175,12.71475075,6.67630725,9.7805775,11.0
8456,M,1.6625,1.325,0.4875,46.62075275,16.42853525,10.2341695,13.1825175,14.0
8457,I,1.0625,0.8375,0.2875,13.8062065,5.499803,3.6003865,3.5436875,8.0
8458,I,0.6875,0.5,0.2125,2.721552,1.0489315,1.03475675,0.850485,6.0
8459,M,1.6375,1.2625,0.4375,38.22930075,12.85649825,7.9662095,13.891255,17.0
8460,I,0.9375,0.7,0.25,6.50621025,3.18931875,1.6726205,1.984465,7.0
8461,F,1.5125,1.1875,0.3875,33.86347775,13.9196045,7.824462,9.922325,10.0
8462,I,1.1875,0.8875,0.3125,14.004653,6.76135575,2.33883375,4.1106775,8.0
8463,F,1.1125,0.875,0.3125,12.99824575,5.59902625,2.3530085,3.685435,9.0
8464,I,0.8,0.6125,0.2,4.91863825,2.05533875,0.94970825,1.43164975,7.0
8465,M,1.5375,1.2125,0.475,32.16250775,12.31785775,6.67630725,12.0485375,13.0
8466,F,1.6,1.3,0.3875,31.808139,10.90038275,6.76135575,10.0073735,11.0
8467,M,1.55,1.2125,0.45,33.3106625,17.08057375,6.67630725,8.3631025,8.0
8468,I,1.1375,0.9375,0.275,14.61416725,6.50621025,3.5436875,4.6776675,7.0
8469,F,1.6375,1.2875,0.4625,39.3774555,19.220961,6.95980225,11.623295,11.0
8470,I,1.2875,0.9875,0.2625,15.43630275,6.98815175,3.04757125,4.3941725,8.0
8471,M,1.4875,1.1875,0.425,31.19862475,13.87708025,7.6827145,8.0229085,10.0
8472,M,1.4,1.025,0.3625,20.76600875,8.71747125,4.876114,6.23689,10.0
8473,M,1.625,1.2625,0.4,36.85435,18.69649525,5.443104,10.2908685,11.0
8474,M,1.5375,1.1875,0.375,34.699788,16.51358375,7.3992195,8.6465975,9.0
8475,M,1.375,1.1,0.4,24.9192105,10.02154825,4.97533725,7.93786,10.0
8476,I,1.3125,1.0625,0.3125,19.5328055,6.7755305,4.55009475,5.2446575,8.0
8477,I,0.85,0.5875,0.2125,5.57067675,2.551455,1.190679,1.5592225,8.0
8478,M,1.4125,1.1125,0.3375,22.75047375,10.432616,4.72019175,6.520385,10.0
8479,F,1.575,1.2625,0.4625,36.967748,17.08057375,8.03708325,10.6310625,11.0
8480,M,1.4625,1.1625,0.3625,25.58542375,10.78698475,6.2652395,7.2291225,9.0
8481,M,1.2875,0.975,0.3125,17.293195,6.4920355,3.7137845,5.6699,11.0
8482,F,1.875,1.375,0.4875,62.652395,30.46153775,11.12717875,15.30873,11.0
8483,I,1.0,0.7875,0.25,9.02931575,4.66349275,1.8994165,2.9766975,7.0
8484,I,1.4375,1.125,0.3625,24.0687255,10.489315,4.7910655,7.7961125,14.0
8485,F,1.2375,0.9625,0.3125,14.72756525,6.2652395,2.93417325,4.819415,10.0
8486,M,1.4125,1.0625,0.35,24.323871,14.69921575,5.0745605,6.9456275,9.0
8487,M,1.3125,1.0125,0.3,16.76872925,7.9095105,3.50116325,4.9611625,10.0
8488,I,1.1125,0.875,0.2625,12.88484775,5.4147545,2.8066005,3.685435,8.0
8489,I,1.2,0.925,0.2625,14.67086625,6.8889285,3.5436875,4.7910655,8.0
8490,M,1.25,1.025,0.3375,19.15008725,8.6465975,4.195726,5.953395,9.0
8491,F,1.575,1.2,0.4125,33.354547,14.50076925,8.9867915,9.4970825,12.0
8492,F,1.4,1.1125,0.4,24.56484175,9.4403835,5.273007,8.221355,14.0
8493,I,0.8625,0.6625,0.225,5.85417175,2.211261,1.51669825,1.8427175,6.0
8494,M,0.9,0.675,0.225,6.81805475,2.05533875,1.51669825,1.984465,7.0
8495,I,1.175,0.925,0.2875,13.90542975,5.14543425,2.70737725,4.252425,9.0
8496,I,0.575,0.45,0.1125,1.814368,0.97805775,0.3118445,0.60951425,4.0
8497,F,1.4875,1.15,0.375,27.99513125,13.2392165,5.62737575,6.180191,11.0
8498,F,1.175,0.9125,0.2875,12.47378,4.32329875,3.04757125,4.252425,10.0
8499,F,1.5375,1.2125,0.3875,31.3261975,15.20950675,6.5487345,8.6465975,9.0
8500,M,1.4,1.125,0.4,24.6357155,11.01378075,4.9044635,7.37087,9.0
8501,F,1.4375,1.15,0.375,30.1922175,11.623295,6.6054335,8.0796075,9.0
8502,M,1.3125,0.9625,0.3125,21.55979475,12.1619355,4.89028875,5.10291,7.0
8503,I,0.8625,0.6375,0.225,5.1879585,2.381358,0.94970825,1.70097,11.0
8504,F,1.5375,1.175,0.3875,31.18445,14.288148,7.01650125,8.0796075,10.0
8505,I,1.375,1.0625,0.3125,18.5122235,8.788345,4.2240755,4.9611625,9.0
8506,I,1.1,0.875,0.275,10.33339275,4.46504625,2.33883375,2.9766975,7.0
8507,M,1.325,1.05,0.325,20.93610575,9.8372765,4.12485225,5.386405,9.0
8508,I,1.0375,0.8,0.25,9.2135875,3.458639,1.80019325,2.9766975,8.0
8509,M,1.4375,1.125,0.375,27.99513125,11.35397475,5.499803,8.9300925,13.0
8510,M,1.4,1.1125,0.375,24.50814275,10.47514025,5.48562825,7.2291225,10.0
8511,I,1.3125,1.0,0.375,23.019794,7.49844275,4.01145425,7.087375,16.0
8512,I,1.2875,0.9875,0.3,17.633389,8.1930055,2.99087225,5.2446575,9.0
8513,F,1.4125,1.1,0.375,24.76328825,12.57300325,5.953395,6.6621325,9.0
8514,I,1.25,0.9125,0.3,16.88212725,7.824462,3.175144,3.96893,8.0
8515,F,1.1125,0.8875,0.3125,14.7133905,6.33611325,3.04757125,4.3941725,9.0
8516,I,1.0875,0.8125,0.25,12.23280925,5.783298,2.05533875,4.1106775,7.0
8517,F,1.4125,1.1,0.4,27.91008275,8.63242275,6.08096775,9.355335,18.0
8518,I,0.875,0.6625,0.225,6.33611325,2.211261,1.6159215,1.70097,7.0
8519,M,1.2875,1.05,0.4,30.277266,14.81261375,7.55514175,7.087375,9.0
8520,M,1.2875,0.975,0.325,18.24290325,10.61688775,4.8477645,4.8477645,8.0
8521,I,1.175,0.9,0.3125,13.39513875,5.443104,2.721552,4.252425,9.0
8522,F,1.25,1.0,0.3125,19.80212575,8.34892775,4.5075705,5.5281525,8.0
8523,F,1.625,1.3125,0.4,39.19318375,16.3576615,8.77417025,11.90679,10.0
8524,F,1.4,1.1,0.325,23.7285315,11.736693,4.89028875,6.80388,9.0
8525,M,1.5,1.15,0.3875,31.127751,15.025235,6.36446275,8.6465975,10.0
8526,M,1.375,1.0625,0.3,25.231055,8.731646,6.7755305,7.7961125,17.0
8527,M,1.325,1.0375,0.4375,22.92057075,8.34892775,4.195726,8.50485,17.0
8528,F,1.2375,0.9875,0.2875,14.7700895,6.73300625,3.01922175,4.9611625,8.0
8529,F,1.4875,1.2,0.4,25.51455,10.5176645,6.78970525,8.788345,9.0
8530,I,0.9625,0.7625,0.25,9.07184,3.798833,1.474174,2.1262125,7.0
8531,I,0.925,0.6625,0.225,6.917278,2.891649,1.247378,1.871067,7.0
8532,F,1.65,1.3125,0.5125,38.215126,14.5999925,7.27164675,12.6155275,22.0
8533,M,1.575,1.2,0.4625,37.6197865,14.2597985,7.3425205,12.77144975,17.0
8534,I,1.2875,0.9875,0.325,17.95940825,8.60407325,3.86970675,4.3941725,8.0
8535,F,1.3,1.075,0.325,18.01610725,7.83863675,3.89805625,5.2446575,11.0
8536,F,1.3625,1.125,0.4375,26.40755925,10.149121,6.22271525,8.50485,16.0
8537,M,1.4,1.125,0.375,25.51455,7.540967,6.2652395,7.7961125,15.0
8538,I,1.2,0.9,0.3125,13.4660125,5.4147545,2.8066005,4.252425,8.0
8539,F,1.3,1.0,0.3125,18.27125275,7.35669525,4.53592,5.273007,10.0
8540,I,1.425,1.1625,0.3625,29.24250925,15.97494325,5.74077375,7.7961125,10.0
8541,I,1.05,0.8125,0.2875,10.716111,4.29494925,2.4664065,2.9766975,10.0
8542,F,1.5,1.175,0.4125,32.205032,12.06271225,7.9662095,8.50485,10.0
8543,M,1.025,0.8125,0.2375,8.8733935,3.40194,2.25378525,2.9766975,9.0
8544,I,1.3625,1.0,0.3375,16.5277585,7.3425205,3.86970675,4.819415,9.0
8545,M,1.575,1.2125,0.4375,34.132798,15.6772735,7.49844275,9.7805775,10.0
8546,F,1.3625,1.0625,0.3125,22.80717275,10.4609655,4.57844425,6.23689,8.0
8547,F,1.525,1.15,0.4,29.5118295,15.06775925,6.180191,7.37087,11.0
8548,M,1.4125,1.15,0.375,20.638436,9.0434905,4.479221,5.386405,9.0
8549,M,1.45,1.125,0.3375,26.4500835,12.1052365,5.71242425,7.5126175,10.0
8550,I,0.9375,0.7,0.2375,6.180191,2.6365035,1.34660125,1.984465,7.0
8551,I,1.25,0.95,0.35,16.045817,5.85417175,3.7704835,4.6776675,9.0
8552,F,1.4,1.0625,0.35,19.20678625,8.731646,5.57067675,5.5281525,9.0
8553,I,1.1625,0.8875,0.3125,14.571643,7.257472,2.67902775,3.35941575,8.0
8554,M,1.375,1.075,0.375,23.20406575,11.97766375,4.83358975,6.23689,9.0
8555,M,1.525,1.2,0.3875,32.33260475,15.762322,6.13766675,8.50485,9.0
8556,I,0.8125,0.6125,0.1875,4.72019175,1.8427175,0.86465975,1.304077,6.0
8557,I,0.775,0.5875,0.1875,3.6003865,1.4458245,0.63786375,1.13398,5.0
8558,F,1.55,1.2125,0.45,30.71668325,12.26115875,7.07320025,8.9300925,9.0
8559,I,1.1,0.85,0.2625,11.35397475,4.8477645,2.11203775,3.40194,6.0
8560,F,1.525,1.2,0.425,30.71668325,13.9763035,6.2652395,8.3631025,10.0
8561,I,0.95,0.7,0.225,6.70465675,2.65067825,1.43164975,2.08368825,7.0
8562,M,1.6125,1.325,0.4125,36.35823375,12.82814875,6.9456275,14.84096325,21.0
8563,F,1.625,1.3125,0.4125,36.78347625,17.22232125,7.427569,10.3475675,11.0
8564,M,1.625,1.2375,0.4625,39.2640575,18.01610725,9.9506745,8.788345,10.0
8565,M,1.5,1.3125,0.475,41.8722115,17.73261225,8.80251975,11.90679,12.0
8566,F,1.5,1.15,0.525,35.62114675,11.8217415,8.51902475,10.84368375,16.0
8567,M,1.575,1.25,0.375,35.76289425,17.33571925,7.98038425,8.9300925,10.0
8568,M,1.45,1.1875,0.4125,27.8108595,8.7599955,5.40057975,8.561549,16.0
8569,M,1.55,1.2,0.375,31.99241075,12.94154675,6.90310325,10.0640725,15.0
8570,F,1.1625,0.9125,0.325,14.4865945,5.443104,3.04757125,4.9611625,10.0
8571,I,1.0375,0.7625,0.225,7.654365,3.89805625,1.74349425,2.4097075,6.0
8572,F,1.3,0.975,0.3125,18.46969925,7.04485075,3.72795925,5.2446575,9.0
8573,I,0.85,0.6375,0.225,5.0745605,2.438057,1.13398,1.5592225,6.0
8574,F,1.4875,1.225,0.4,37.874932,17.78931125,8.731646,9.922325,10.0
8575,I,1.075,0.8125,0.3,10.44679075,4.7910655,2.31048425,2.9766975,7.0
8576,I,1.125,0.875,0.2625,10.262519,4.46504625,2.25378525,3.40194,8.0
8577,I,1.3,1.025,0.3,17.179797,8.0796075,3.72795925,4.60679375,9.0
8578,M,1.675,1.3125,0.45,37.74735925,16.20173925,9.241937,10.942907,11.0
8579,M,1.4,1.125,0.3,24.56484175,10.2341695,6.10931725,7.5126175,9.0
8580,F,1.5,1.1625,0.5,37.15201975,16.44271,8.88756825,11.056305,13.0
8581,F,1.6,1.2,0.425,37.37881575,17.690088,8.2497045,9.7805775,9.0
8582,M,1.2625,0.9625,0.2625,18.4555245,8.561549,5.37223025,4.9611625,8.0
8583,I,1.3125,1.0,0.325,18.6256215,7.2291225,4.89028875,5.10291,11.0
8584,F,1.5625,1.2375,0.4125,34.9549335,14.72756525,7.52679225,9.2135875,12.0
8585,M,1.5,1.125,0.3875,26.69105425,11.69416875,5.71242425,7.75358825,10.0
8586,I,0.8125,0.6,0.2,4.252425,1.587572,0.963883,1.530873,5.0
8587,F,1.4125,1.1,0.3875,25.69882175,9.695529,5.45727875,7.64019025,9.0
8588,M,1.8875,1.45,0.5375,62.3972495,30.09299425,14.911837,16.5844575,11.0
8589,I,0.4,0.3,0.0625,0.907184,0.41106775,0.24097075,0.283495,4.0
8590,M,1.4875,1.1625,0.3875,26.94619975,12.37455675,5.839997,7.7961125,8.0
8591,I,1.1125,0.8625,0.3,12.68640125,6.293589,3.061746,3.685435,8.0
8592,M,1.525,1.225,0.4125,32.205032,14.92601175,7.41339425,8.29222875,10.0
8593,I,1.15,0.9,0.25,13.90542975,5.54232725,2.8066005,3.35941575,8.0
8594,I,0.475,0.325,0.075,0.89300925,0.35436875,0.226796,0.283495,3.0
8595,F,1.5125,1.25,0.3875,32.431828,14.92601175,7.64019025,9.4970825,12.0
8596,M,1.4,1.075,0.375,25.44367625,11.60912025,6.78970525,6.9456275,9.0
8597,M,1.475,1.15,0.425,28.19357775,10.90038275,5.5281525,8.66077225,9.0
8598,M,1.6,1.25,0.4125,35.6920205,14.72756525,8.4765005,9.4970825,11.0
8599,M,0.6375,0.475,0.15,2.721552,1.020582,0.52446575,0.7087375,5.0
8600,F,1.5,1.1625,0.3625,29.7386255,15.762322,6.917278,7.64019025,12.0
8601,I,1.2875,0.95,0.3125,17.349894,9.4970825,4.23825025,4.252425,8.0
8602,M,1.4375,1.125,0.4125,24.777463,11.1413535,5.40057975,6.520385,7.0
8603,I,1.225,0.925,0.275,14.004653,5.82582225,2.721552,4.18155125,9.0
8604,F,1.4375,1.125,0.4625,26.2232875,10.4609655,6.3786375,7.7961125,15.0
8605,F,1.6375,1.275,0.425,38.88133925,18.83824275,7.98038425,9.59630575,11.0
8606,M,1.6,1.2625,0.475,36.173962,16.17338975,8.17883075,10.20582,10.0
8607,F,1.4875,1.1625,0.35,26.2232875,11.0846545,5.03203625,7.7961125,8.0
8608,F,1.65,1.3,0.4375,38.90968875,17.349894,8.85921875,10.77281,10.0
8609,F,1.4875,1.1625,0.375,25.35862775,11.75086775,5.03203625,6.6621325,9.0
8610,F,1.55,1.2125,0.4125,32.545226,15.0535845,6.917278,9.7805775,13.0
8611,I,1.025,0.7875,0.25,11.169703,5.273007,1.85689225,3.005047,8.0
8612,F,1.6875,1.4,0.4375,51.24172125,23.40251225,7.0023265,13.04077,14.0
8613,I,0.7625,0.55,0.2,3.86970675,1.74349425,1.0489315,1.09145575,7.0
8614,I,1.425,1.15,0.35,25.33027825,10.942907,6.0951425,6.6621325,9.0
8615,M,1.675,1.3,0.425,44.06929775,18.6256215,10.77281,11.283101,11.0
8616,I,1.2,0.9125,0.275,14.69921575,6.2652395,2.70737725,3.8271825,8.0
8617,M,1.625,1.325,0.4375,39.70347475,19.54698025,6.98815175,9.355335,11.0
8618,F,1.3125,1.0,0.3625,17.53416575,6.10931725,5.93922025,5.5281525,14.0
8619,F,1.4125,1.0875,0.375,25.7696955,10.262519,4.5075705,7.087375,8.0
8620,F,1.1875,0.9125,0.3,14.07552675,5.14543425,2.73572675,4.1106775,11.0
8621,F,1.425,1.225,0.5,28.0376555,8.46232575,6.16601625,10.0640725,16.0
8622,I,1.475,1.075,0.4,29.937072,12.34620725,6.633783,8.788345,9.0
8623,I,0.95,0.7,0.275,6.53455975,2.7499015,1.31825175,2.1262125,6.0
8624,M,1.4125,1.125,0.3375,20.41164,8.334753,4.60679375,6.3786375,9.0
8625,M,1.3625,1.0625,0.4,20.87940675,7.3992195,6.973977,6.23689,9.0
8626,I,1.225,0.95,0.3,15.74814725,7.314171,3.01922175,5.046211,8.0
8627,M,1.425,1.0875,0.35,24.73493875,12.6722265,5.783298,6.3219385,10.0
8628,F,1.3625,1.0375,0.3375,23.9553275,10.90038275,4.8477645,7.654365,13.0
8629,M,1.4875,1.1875,0.4,31.2694985,14.47241975,6.066793,8.0796075,10.0
8630,I,1.0,0.75,0.25,8.17883075,4.12485225,1.927766,2.48058125,8.0
8631,M,1.8,1.4375,0.5375,60.6962795,22.04173625,11.4815475,18.66814575,17.0
8632,M,1.475,1.15,0.4,28.2644515,13.11164375,5.3013565,7.37087,10.0
8633,M,1.6875,1.3125,0.475,40.83745475,17.10892325,8.051258,11.3398,11.0
8634,M,1.575,1.275,0.3875,32.545226,15.06775925,6.577084,8.788345,10.0
8635,F,1.425,1.2,0.4,32.034935,14.81261375,6.4353365,8.9300925,11.0
8636,I,1.1375,0.875,0.25,14.571643,5.8683465,2.948348,3.8271825,9.0
8637,F,1.45,1.1375,0.4,28.02348075,14.47241975,6.1518415,7.4559185,9.0
8638,M,1.575,1.2375,0.4125,36.72677725,12.03436275,8.8166945,10.489315,19.0
